image_id,xmin,ymin,width,height,centerx,centery
589000_6476000,178.0,603.0,30,30,193,618
589000_6476000,237.0,549.0,30,30,252,564
589000_6476000,240.0,706.0,30,30,255,721
589000_6476000,232.0,708.0,30,30,247,723
589000_6476000,617.0,706.0,30,30,632,721
589000_6476000,553.0,633.0,30,30,568,648
589000_6476000,330.0,921.0,30,30,345,936
589000_6476000,716.0,918.0,30,30,731,933
589000_6476000,583.0,711.0,30,30,598,726
589000_6476000,574.0,621.0,30,30,589,636
589000_6476000,608.0,708.0,30,30,623,723
589000_6476000,595.0,710.0,30,30,610,725
589000_6476000,225.0,674.0,30,30,240,689
589000_6477000,371.0,157.0,30,30,386,172
589000_6477000,350.0,159.0,30,30,365,174
589000_6477000,362.0,174.0,30,30,377,189
589000_6477000,516.0,153.0,30,30,531,168
589000_6477000,356.0,227.0,30,30,371,242
589000_6477000,451.0,356.0,30,30,466,371
589000_6477000,369.0,300.0,30,30,384,315
589000_6477000,304.0,826.0,30,30,319,841
589000_6477000,331.0,710.0,30,30,346,725
589000_6504000,546.0,276.0,30,30,561,291
589000_6504000,512.0,719.0,30,30,527,734
589000_6504000,556.0,122.0,30,30,571,137
589000_6504000,397.0,201.0,30,30,412,216
589000_6504000,398.0,192.0,30,30,413,207
589000_6504000,567.0,17.0,30,30,582,32
589000_6504000,492.0,984.0,30,15.0,507,999
589000_6504000,506.0,803.0,30,30,521,818
589000_6504000,584.0,740.0,30,30,599,755
589000_6520000,719.0,942.0,30,30,734,957
589000_6521000,736.0,314.0,30,30,751,329
589000_6521000,750.0,456.0,30,30,765,471
589000_6521000,31.0,488.0,30,30,46,503
589000_6521000,603.0,202.0,30,30,618,217
589000_6529000,43.0,394.0,30,30,58,409
589000_6529000,894.0,201.0,30,30,909,216
589000_6529000,875.0,45.0,30,30,890,60
589000_6529000,951.0,25.0,30,30,966,40
589000_6529000,910.0,37.0,30,30,925,52
589000_6529000,604.0,49.0,30,30,619,64
589000_6529000,759.0,81.0,30,30,774,96
589000_6529000,806.0,147.0,30,30,821,162
589000_6529000,740.0,123.0,30,30,755,138
589000_6529000,820.0,165.0,30,30,835,180
589000_6529000,823.0,167.0,30,30,838,182
589000_6529000,618.0,20.0,30,30,633,35
589000_6529000,862.0,187.0,30,30,877,202
589000_6529000,873.0,192.0,30,30,888,207
589000_6529000,865.0,48.0,30,30,880,63
589000_6529000,824.0,188.0,30,30,839,203
589000_6529000,543.0,638.0,30,30,558,653
589000_6529000,780.0,337.0,30,30,795,352
589000_6529000,631.0,677.0,30,30,646,692
589000_6529000,329.0,532.0,30,30,344,547
589000_6529000,957.0,59.0,30,30,972,74
589000_6529000,822.0,169.0,30,30,837,184
589000_6529000,814.0,183.0,30,30,829,198
589000_6529000,886.0,104.0,30,30,901,119
589000_6529000,790.0,61.0,30,30,805,76
589000_6529000,596.0,64.0,30,30,611,79
589000_6529000,793.0,299.0,30,30,808,314
589000_6529000,738.0,142.0,30,30,753,157
589000_6529000,766.0,58.0,30,30,781,73
589000_6529000,733.0,139.0,30,30,748,154
589000_6536000,521.0,75.0,30,30,536,90
589000_6536000,719.0,267.0,30,30,734,282
589000_6536000,349.0,277.0,30,30,364,292
589000_6536000,875.0,564.0,30,30,890,579
589000_6538000,527.0,867.0,30,30,542,882
589000_6538000,171.0,260.0,30,30,186,275
589000_6543000,984.0,647.0,15.0,30,999,662
589000_6544000,504.0,951.0,30,30,519,966
589000_6544000,740.0,877.0,30,30,755,892
589000_6544000,496.0,954.0,30,30,511,969
589000_6544000,916.0,621.0,30,30,931,636
589000_6544000,441.0,822.0,30,30,456,837
589000_6544000,575.0,717.0,30,30,590,732
589000_6544000,662.0,731.0,30,30,677,746
589000_6544000,547.0,750.0,30,30,562,765
589000_6544000,885.0,542.0,30,30,900,557
589000_6544000,671.0,725.0,30,30,686,740
589000_6544000,667.0,737.0,30,30,682,752
589000_6552000,766.0,773.0,30,30,781,788
589000_6552000,805.0,768.0,30,30,820,783
589000_6552000,572.0,833.0,30,30,587,848
589000_6552000,577.0,829.0,30,30,592,844
589000_6552000,592.0,818.0,30,30,607,833
589000_6552000,565.0,297.0,30,30,580,312
589000_6552000,514.0,859.0,30,30,529,874
589000_6552000,528.0,854.0,30,30,543,869
589000_6552000,355.0,907.0,30,30,370,922
589000_6565000,894.0,978.0,30,21.0,909,993
589000_6565000,183.0,693.0,30,30,198,708
589000_6565000,104.0,795.0,30,30,119,810
589000_6565000,0.0,683.0,25.0,30,10,698
589000_6565000,45.0,798.0,30,30,60,813
589000_6565000,865.0,957.0,30,30,880,972
589000_6565000,676.0,930.0,30,30,691,945
589000_6565000,92.0,928.0,30,30,107,943
589000_6565000,114.0,955.0,30,30,129,970
589000_6565000,980.0,959.0,19.0,30,995,974
589000_6565000,0.0,922.0,26.0,30,11,937
589000_6565000,11.0,917.0,30,30,26,932
589000_6565000,159.0,957.0,30,30,174,972
589000_6565000,169.0,871.0,30,30,184,886
589000_6565000,124.0,968.0,30,30,139,983
589000_6565000,213.0,30.0,30,30,228,45
589000_6565000,573.0,954.0,30,30,588,969
589000_6565000,248.0,780.0,30,30,263,795
589000_6565000,552.0,896.0,30,30,567,911
589000_6565000,157.0,864.0,30,30,172,879
589000_6566000,963.0,44.0,30,30,978,59
589000_6566000,961.0,24.0,30,30,976,39
589000_6566000,715.0,535.0,30,30,730,550
589000_6566000,402.0,333.0,30,30,417,348
589000_6566000,302.0,281.0,30,30,317,296
589000_6566000,291.0,424.0,30,30,306,439
589000_6566000,897.0,839.0,30,30,912,854
589000_6566000,463.0,104.0,30,30,478,119
589000_6566000,417.0,313.0,30,30,432,328
589000_6566000,0.0,333.0,23.0,30,8,348
589000_6566000,237.0,289.0,30,30,252,304
589000_6566000,424.0,256.0,30,30,439,271
589000_6566000,95.0,469.0,30,30,110,484
589000_6566000,415.0,319.0,30,30,430,334
589000_6566000,149.0,446.0,30,30,164,461
589000_6566000,323.0,133.0,30,30,338,148
589000_6566000,162.0,468.0,30,30,177,483
589000_6566000,455.0,105.0,30,30,470,120
589000_6566000,555.0,360.0,30,30,570,375
589000_6566000,153.0,0.0,30,18.0,168,3
589000_6566000,481.0,271.0,30,30,496,286
589000_6566000,522.0,277.0,30,30,537,292
589000_6566000,531.0,299.0,30,30,546,314
589000_6566000,269.0,285.0,30,30,284,300
589000_6566000,330.0,107.0,30,30,345,122
589000_6567000,889.0,417.0,30,30,904,432
589000_6567000,898.0,317.0,30,30,913,332
589000_6567000,830.0,494.0,30,30,845,509
589000_6567000,464.0,905.0,30,30,479,920
589000_6567000,622.0,700.0,30,30,637,715
589000_6567000,461.0,919.0,30,30,476,934
589000_6567000,934.0,283.0,30,30,949,298
589000_6567000,603.0,694.0,30,30,618,709
589000_6567000,668.0,602.0,30,30,683,617
589000_6569000,440.0,927.0,30,30,455,942
589000_6569000,421.0,270.0,30,30,436,285
589000_6569000,247.0,703.0,30,30,262,718
589000_6573000,44.0,751.0,30,30,59,766
589000_6573000,88.0,677.0,30,30,103,692
589000_6573000,244.0,392.0,30,30,259,407
589000_6573000,916.0,498.0,30,30,931,513
589000_6581000,292.0,346.0,30,30,307,361
589000_6581000,262.0,486.0,30,30,277,501
589000_6581000,271.0,417.0,30,30,286,432
589000_6581000,223.0,376.0,30,30,238,391
589000_6581000,393.0,92.0,30,30,408,107
589000_6581000,244.0,394.0,30,30,259,409
589000_6581000,275.0,322.0,30,30,290,337
589000_6581000,241.0,412.0,30,30,256,427
589000_6581000,54.0,643.0,30,30,69,658
589000_6581000,261.0,494.0,30,30,276,509
589000_6581000,257.0,391.0,30,30,272,406
590000_6445000,740.0,559.0,30,30,755,574
590000_6445000,670.0,778.0,30,30,685,793
590000_6445000,290.0,512.0,30,30,305,527
590000_6445000,0.0,11.0,18.0,30,3,26
590000_6445000,107.0,796.0,30,30,122,811
590000_6445000,216.0,505.0,30,30,231,520
590000_6445000,614.0,949.0,30,30,629,964
590000_6445000,885.0,300.0,30,30,900,315
590000_6445000,170.0,507.0,30,30,185,522
590000_6450000,60.0,0.0,30,26.0,75,11
590000_6451000,867.0,445.0,30,30,882,460
590000_6451000,890.0,401.0,30,30,905,416
590000_6451000,683.0,848.0,30,30,698,863
590000_6451000,708.0,861.0,30,30,723,876
590000_6451000,919.0,722.0,30,30,934,737
590000_6451000,643.0,942.0,30,30,658,957
590000_6451000,881.0,619.0,30,30,896,634
590000_6451000,943.0,704.0,30,30,958,719
590000_6451000,935.0,746.0,30,30,950,761
590000_6451000,582.0,776.0,30,30,597,791
590000_6451000,849.0,936.0,30,30,864,951
590000_6451000,774.0,653.0,30,30,789,668
590000_6451000,716.0,810.0,30,30,731,825
590000_6451000,799.0,582.0,30,30,814,597
590000_6451000,646.0,927.0,30,30,661,942
590000_6451000,226.0,833.0,30,30,241,848
590000_6451000,907.0,950.0,30,30,922,965
590000_6451000,905.0,939.0,30,30,920,954
590000_6451000,947.0,874.0,30,30,962,889
590000_6451000,816.0,841.0,30,30,831,856
590000_6451000,881.0,860.0,30,30,896,875
590000_6451000,902.0,865.0,30,30,917,880
590000_6451000,928.0,724.0,30,30,943,739
590000_6477000,536.0,5.0,30,30,551,20
590000_6477000,456.0,425.0,30,30,471,440
590000_6477000,449.0,443.0,30,30,464,458
590000_6477000,744.0,759.0,30,30,759,774
590000_6477000,451.0,447.0,30,30,466,462
590000_6477000,472.0,386.0,30,30,487,401
590000_6477000,468.0,411.0,30,30,483,426
590000_6477000,470.0,398.0,30,30,485,413
590000_6483000,268.0,615.0,30,30,283,630
590000_6483000,640.0,122.0,30,30,655,137
590000_6483000,112.0,581.0,30,30,127,596
590000_6483000,203.0,917.0,30,30,218,932
590000_6485000,122.0,886.0,30,30,137,901
590000_6485000,785.0,13.0,30,30,800,28
590000_6485000,218.0,958.0,30,30,233,973
590000_6491000,893.0,450.0,30,30,908,465
590000_6491000,692.0,723.0,30,30,707,738
590000_6491000,688.0,704.0,30,30,703,719
590000_6491000,783.0,837.0,30,30,798,852
590000_6491000,803.0,861.0,30,30,818,876
590000_6491000,767.0,817.0,30,30,782,832
590000_6491000,742.0,657.0,30,30,757,672
590000_6491000,728.0,765.0,30,30,743,780
590000_6491000,712.0,683.0,30,30,727,698
590000_6491000,747.0,793.0,30,30,762,808
590000_6491000,916.0,435.0,30,30,931,450
590000_6491000,837.0,574.0,30,30,852,589
590000_6491000,943.0,535.0,30,30,958,550
590000_6491000,933.0,551.0,30,30,948,566
590000_6491000,544.0,765.0,30,30,559,780
590000_6491000,949.0,510.0,30,30,964,525
590000_6491000,972.0,517.0,27.0,30,987,532
590000_6491000,666.0,653.0,30,30,681,668
590000_6491000,797.0,527.0,30,30,812,542
590000_6491000,942.0,469.0,30,30,957,484
590000_6491000,948.0,459.0,30,30,963,474
590000_6491000,874.0,576.0,30,30,889,591
590000_6491000,922.0,563.0,30,30,937,578
590000_6491000,899.0,495.0,30,30,914,510
590000_6491000,795.0,716.0,30,30,810,731
590000_6491000,757.0,673.0,30,30,772,688
590000_6491000,488.0,910.0,30,30,503,925
590000_6491000,536.0,758.0,30,30,551,773
590000_6491000,803.0,534.0,30,30,818,549
590000_6491000,883.0,817.0,30,30,898,832
590000_6491000,897.0,820.0,30,30,912,835
590000_6491000,728.0,604.0,30,30,743,619
590000_6491000,947.0,785.0,30,30,962,800
590000_6491000,916.0,812.0,30,30,931,827
590000_6491000,969.0,697.0,30,30,984,712
590000_6491000,870.0,803.0,30,30,885,818
590000_6491000,500.0,913.0,30,30,515,928
590000_6491000,696.0,628.0,30,30,711,643
590000_6491000,823.0,963.0,30,30,838,978
590000_6491000,938.0,543.0,30,30,953,558
590000_6491000,813.0,737.0,30,30,828,752
590000_6491000,921.0,431.0,30,30,936,446
590000_6491000,849.0,564.0,30,30,864,579
590000_6491000,938.0,489.0,30,30,953,504
590000_6491000,908.0,599.0,30,30,923,614
590000_6491000,791.0,0.0,30,28.0,806,13
590000_6491000,690.0,620.0,30,30,705,635
590000_6491000,818.0,933.0,30,30,833,948
590000_6491000,832.0,761.0,30,30,847,776
590000_6491000,849.0,780.0,30,30,864,795
590000_6491000,818.0,876.0,30,30,833,891
590000_6491000,886.0,480.0,30,30,901,495
590000_6491000,719.0,595.0,30,30,734,610
590000_6491000,641.0,112.0,30,30,656,127
590000_6491000,917.0,508.0,30,30,932,523
590000_6491000,909.0,514.0,30,30,924,529
590000_6491000,661.0,645.0,30,30,676,660
590000_6491000,728.0,911.0,30,30,743,926
590000_6491000,960.0,740.0,30,30,975,755
590000_6491000,962.0,733.0,30,30,977,748
590000_6491000,795.0,304.0,30,30,810,319
590000_6491000,790.0,309.0,30,30,805,324
590000_6491000,890.0,419.0,30,30,905,434
590000_6491000,905.0,419.0,30,30,920,434
590000_6491000,890.0,425.0,30,30,905,440
590000_6491000,978.0,758.0,21.0,30,993,773
590000_6518000,6.0,176.0,30,30,21,191
590000_6534000,86.0,44.0,30,30,101,59
590000_6534000,315.0,106.0,30,30,330,121
590000_6536000,980.0,899.0,19.0,30,995,914
590000_6536000,742.0,68.0,30,30,757,83
590000_6536000,744.0,667.0,30,30,759,682
590000_6536000,571.0,578.0,30,30,586,593
590000_6536000,755.0,659.0,30,30,770,674
590000_6536000,784.0,688.0,30,30,799,703
590000_6536000,543.0,548.0,30,30,558,563
590000_6536000,557.0,563.0,30,30,572,578
590000_6536000,538.0,510.0,30,30,553,525
590000_6536000,751.0,85.0,30,30,766,100
590000_6536000,763.0,505.0,30,30,778,520
590000_6539000,974.0,7.0,25.0,30,989,22
590000_6539000,24.0,428.0,30,30,39,443
590000_6539000,465.0,980.0,30,19.0,480,995
590000_6540000,319.0,352.0,30,30,334,367
590000_6540000,497.0,28.0,30,30,512,43
590000_6540000,320.0,48.0,30,30,335,63
590000_6540000,291.0,307.0,30,30,306,322
590000_6540000,300.0,59.0,30,30,315,74
590000_6540000,933.0,725.0,30,30,948,740
590000_6540000,878.0,682.0,30,30,893,697
590000_6540000,248.0,366.0,30,30,263,381
590000_6540000,978.0,761.0,21.0,30,993,776
590000_6540000,836.0,219.0,30,30,851,234
590000_6554000,173.0,225.0,30,30,188,240
590000_6558000,535.0,333.0,30,30,550,348
590000_6571000,737.0,708.0,30,30,752,723
590000_6571000,432.0,850.0,30,30,447,865
590000_6571000,164.0,137.0,30,30,179,152
590000_6571000,236.0,273.0,30,30,251,288
590000_6571000,367.0,135.0,30,30,382,150
590000_6580000,899.0,794.0,30,30,914,809
590000_6580000,880.0,496.0,30,30,895,511
590000_6580000,793.0,527.0,30,30,808,542
590000_6580000,182.0,393.0,30,30,197,408
590000_6580000,601.0,445.0,30,30,616,460
590000_6580000,760.0,538.0,30,30,775,553
590000_6580000,328.0,509.0,30,30,343,524
590000_6580000,3.0,616.0,30,30,18,631
590000_6580000,76.0,765.0,30,30,91,780
590000_6588000,243.0,757.0,30,30,258,772
590000_6588000,881.0,835.0,30,30,896,850
590000_6588000,101.0,726.0,30,30,116,741
590000_6588000,77.0,723.0,30,30,92,738
590000_6588000,143.0,778.0,30,30,158,793
590000_6588000,242.0,761.0,30,30,257,776
590000_6588000,237.0,799.0,30,30,252,814
590000_6588000,286.0,757.0,30,30,301,772
590000_6590000,224.0,141.0,30,30,239,156
590000_6590000,185.0,156.0,30,30,200,171
590000_6590000,853.0,905.0,30,30,868,920
590000_6590000,284.0,191.0,30,30,299,206
590000_6590000,155.0,166.0,30,30,170,181
590000_6590000,168.0,142.0,30,30,183,157
590000_6590000,273.0,488.0,30,30,288,503
590000_6595000,198.0,862.0,30,30,213,877
590000_6595000,892.0,573.0,30,30,907,588
590000_6595000,711.0,295.0,30,30,726,310
590000_6595000,528.0,16.0,30,30,543,31
590000_6595000,953.0,697.0,30,30,968,712
590000_6595000,656.0,971.0,30,28.0,671,986
590000_6595000,3.0,568.0,30,30,18,583
590000_6595000,722.0,317.0,30,30,737,332
590000_6595000,435.0,877.0,30,30,450,892
590000_6595000,6.0,595.0,30,30,21,610
590000_6595000,426.0,781.0,30,30,441,796
590000_6595000,686.0,972.0,30,27.0,701,987
590000_6595000,503.0,963.0,30,30,518,978
590000_6595000,484.0,955.0,30,30,499,970
590000_6595000,82.0,58.0,30,30,97,73
590000_6595000,92.0,43.0,30,30,107,58
590000_6598000,931.0,473.0,30,30,946,488
590000_6598000,902.0,494.0,30,30,917,509
590000_6598000,532.0,364.0,30,30,547,379
590000_6598000,741.0,362.0,30,30,756,377
590000_6598000,545.0,74.0,30,30,560,89
590000_6598000,854.0,444.0,30,30,869,459
590000_6598000,755.0,38.0,30,30,770,53
590000_6598000,923.0,166.0,30,30,938,181
590000_6598000,805.0,84.0,30,30,820,99
590000_6598000,507.0,376.0,30,30,522,391
590000_6598000,876.0,106.0,30,30,891,121
590000_6598000,857.0,117.0,30,30,872,132
591000_6428000,25.0,808.0,30,30,40,823
591000_6428000,190.0,812.0,30,30,205,827
591000_6428000,264.0,867.0,30,30,279,882
591000_6428000,461.0,975.0,30,24.0,476,990
591000_6428000,888.0,757.0,30,30,903,772
591000_6428000,84.0,780.0,30,30,99,795
591000_6428000,787.0,99.0,30,30,802,114
591000_6428000,567.0,409.0,30,30,582,424
591000_6428000,294.0,702.0,30,30,309,717
591000_6444000,0.0,1.0,27.0,30,12,16
591000_6444000,34.0,0.0,30,16.0,49,1
591000_6444000,85.0,116.0,30,30,100,131
591000_6444000,674.0,748.0,30,30,689,763
591000_6444000,250.0,339.0,30,30,265,354
591000_6444000,515.0,678.0,30,30,530,693
591000_6444000,638.0,732.0,30,30,653,747
591000_6444000,911.0,850.0,30,30,926,865
591000_6447000,34.0,641.0,30,30,49,656
591000_6447000,89.0,482.0,30,30,104,497
591000_6447000,21.0,639.0,30,30,36,654
591000_6447000,632.0,158.0,30,30,647,173
591000_6447000,41.0,511.0,30,30,56,526
591000_6447000,477.0,27.0,30,30,492,42
591000_6447000,58.0,446.0,30,30,73,461
591000_6447000,119.0,386.0,30,30,134,401
591000_6447000,843.0,788.0,30,30,858,803
591000_6448000,782.0,925.0,30,30,797,940
591000_6450000,240.0,309.0,30,30,255,324
591000_6451000,919.0,111.0,30,30,934,126
591000_6451000,875.0,40.0,30,30,890,55
591000_6451000,0.0,765.0,26.0,30,11,780
591000_6451000,61.0,813.0,30,30,76,828
591000_6451000,223.0,966.0,30,30,238,981
591000_6451000,720.0,169.0,30,30,735,184
591000_6451000,45.0,863.0,30,30,60,878
591000_6451000,77.0,825.0,30,30,92,840
591000_6451000,21.0,878.0,30,30,36,893
591000_6451000,409.0,432.0,30,30,424,447
591000_6451000,638.0,238.0,30,30,653,253
591000_6451000,196.0,945.0,30,30,211,960
591000_6451000,320.0,521.0,30,30,335,536
591000_6451000,213.0,657.0,30,30,228,672
591000_6451000,139.0,748.0,30,30,154,763
591000_6451000,0.0,633.0,29.0,30,14,648
591000_6451000,749.0,232.0,30,30,764,247
591000_6461000,143.0,680.0,30,30,158,695
591000_6461000,132.0,871.0,30,30,147,886
591000_6461000,127.0,980.0,30,19.0,142,995
591000_6461000,177.0,70.0,30,30,192,85
591000_6473000,318.0,673.0,30,30,333,688
591000_6473000,421.0,201.0,30,30,436,216
591000_6473000,389.0,292.0,30,30,404,307
591000_6473000,749.0,567.0,30,30,764,582
591000_6473000,738.0,557.0,30,30,753,572
591000_6473000,906.0,235.0,30,30,921,250
591000_6473000,286.0,942.0,30,30,301,957
591000_6473000,872.0,685.0,30,30,887,700
591000_6473000,957.0,243.0,30,30,972,258
591000_6473000,15.0,101.0,30,30,30,116
591000_6474000,679.0,865.0,30,30,694,880
591000_6474000,622.0,620.0,30,30,637,635
591000_6474000,304.0,128.0,30,30,319,143
591000_6474000,631.0,506.0,30,30,646,521
591000_6474000,635.0,177.0,30,30,650,192
591000_6477000,598.0,227.0,30,30,613,242
591000_6480000,945.0,690.0,30,30,960,705
591000_6481000,110.0,461.0,30,30,125,476
591000_6481000,78.0,521.0,30,30,93,536
591000_6481000,12.0,647.0,30,30,27,662
591000_6481000,41.0,321.0,30,30,56,336
591000_6481000,78.0,342.0,30,30,93,357
591000_6481000,160.0,392.0,30,30,175,407
591000_6481000,512.0,670.0,30,30,527,685
591000_6481000,719.0,734.0,30,30,734,749
591000_6486000,740.0,876.0,30,30,755,891
591000_6486000,454.0,975.0,30,24.0,469,990
591000_6490000,384.0,447.0,30,30,399,462
591000_6490000,170.0,839.0,30,30,185,854
591000_6490000,788.0,30.0,30,30,803,45
591000_6490000,572.0,217.0,30,30,587,232
591000_6490000,495.0,532.0,30,30,510,547
591000_6490000,721.0,627.0,30,30,736,642
591000_6490000,608.0,616.0,30,30,623,631
591000_6490000,664.0,622.0,30,30,679,637
591000_6491000,346.0,331.0,30,30,361,346
591000_6491000,434.0,370.0,30,30,449,385
591000_6491000,270.0,300.0,30,30,285,315
591000_6491000,492.0,387.0,30,30,507,402
591000_6491000,264.0,592.0,30,30,279,607
591000_6491000,186.0,446.0,30,30,201,461
591000_6491000,66.0,450.0,30,30,81,465
591000_6491000,337.0,912.0,30,30,352,927
591000_6491000,409.0,822.0,30,30,424,837
591000_6491000,429.0,524.0,30,30,444,539
591000_6491000,128.0,376.0,30,30,143,391
591000_6491000,396.0,623.0,30,30,411,638
591000_6491000,262.0,760.0,30,30,277,775
591000_6491000,140.0,522.0,30,30,155,537
591000_6491000,135.0,508.0,30,30,150,523
591000_6491000,104.0,448.0,30,30,119,463
591000_6491000,9.0,480.0,30,30,24,495
591000_6491000,31.0,502.0,30,30,46,517
591000_6491000,242.0,440.0,30,30,257,455
591000_6491000,250.0,526.0,30,30,265,541
591000_6491000,5.0,477.0,30,30,20,492
591000_6491000,0.0,504.0,27.0,30,12,519
591000_6491000,203.0,390.0,30,30,218,405
591000_6491000,174.0,450.0,30,30,189,465
591000_6491000,826.0,10.0,30,30,841,25
591000_6491000,828.0,19.0,30,30,843,34
591000_6491000,41.0,476.0,30,30,56,491
591000_6491000,178.0,553.0,30,30,193,568
591000_6491000,216.0,562.0,30,30,231,577
591000_6491000,611.0,614.0,30,30,626,629
591000_6491000,156.0,482.0,30,30,171,497
591000_6491000,196.0,457.0,30,30,211,472
591000_6491000,120.0,480.0,30,30,135,495
591000_6491000,244.0,308.0,30,30,259,323
591000_6491000,83.0,269.0,30,30,98,284
591000_6491000,196.0,388.0,30,30,211,403
591000_6491000,0.0,376.0,29.0,30,14,391
591000_6491000,12.0,662.0,30,30,27,677
591000_6491000,176.0,652.0,30,30,191,667
591000_6491000,67.0,609.0,30,30,82,624
591000_6491000,307.0,655.0,30,30,322,670
591000_6491000,243.0,631.0,30,30,258,646
591000_6491000,107.0,472.0,30,30,122,487
591000_6491000,159.0,599.0,30,30,174,614
591000_6491000,203.0,616.0,30,30,218,631
591000_6491000,392.0,474.0,30,30,407,489
591000_6491000,437.0,505.0,30,30,452,520
591000_6491000,304.0,429.0,30,30,319,444
591000_6491000,726.0,598.0,30,30,741,613
591000_6491000,223.0,395.0,30,30,238,410
591000_6491000,146.0,383.0,30,30,161,398
591000_6491000,205.0,442.0,30,30,220,457
591000_6491000,807.0,66.0,30,30,822,81
591000_6491000,614.0,944.0,30,30,629,959
591000_6491000,340.0,629.0,30,30,355,644
591000_6491000,50.0,555.0,30,30,65,570
591000_6491000,6.0,541.0,30,30,21,556
591000_6491000,86.0,580.0,30,30,101,595
591000_6491000,1.0,619.0,30,30,16,634
591000_6491000,59.0,507.0,30,30,74,522
591000_6491000,393.0,206.0,30,30,408,221
591000_6491000,174.0,727.0,30,30,189,742
591000_6491000,141.0,714.0,30,30,156,729
591000_6491000,60.0,330.0,30,30,75,345
591000_6491000,28.0,669.0,30,30,43,684
591000_6491000,29.0,675.0,30,30,44,690
591000_6491000,222.0,571.0,30,30,237,586
591000_6491000,110.0,537.0,30,30,125,552
591000_6491000,90.0,572.0,30,30,105,587
591000_6493000,710.0,824.0,30,30,725,839
591000_6497000,368.0,358.0,30,30,383,373
591000_6605000,0.0,846.0,30,30,15,861
591000_6605000,167.0,747.0,30,30,182,762
591000_6605000,219.0,599.0,30,30,234,614
591000_6605000,85.0,752.0,30,30,100,767
591000_6605000,0.0,767.0,29.0,30,14,782
591000_6605000,0.0,537.0,29.0,30,14,552
591000_6605000,0.0,645.0,28.0,30,13,660
591000_6605000,922.0,215.0,30,30,937,230
591000_6605000,870.0,380.0,30,30,885,395
591000_6605000,282.0,820.0,30,30,297,835
591000_6605000,838.0,320.0,30,30,853,335
591000_6605000,936.0,216.0,30,30,951,231
591000_6605000,918.0,209.0,30,30,933,224
591000_6605000,588.0,0.0,30,17.0,603,2
591000_6605000,906.0,448.0,30,30,921,463
591000_6606000,1.0,61.0,30,30,16,76
591000_6606000,0.0,517.0,17.0,30,2,532
591000_6606000,54.0,657.0,30,30,69,672
591000_6606000,90.0,30.0,30,30,105,45
591000_6606000,0.0,547.0,26.0,30,11,562
592000_6433000,576.0,908.0,30,30,591,923
592000_6433000,785.0,645.0,30,30,800,660
592000_6440000,223.0,508.0,30,30,238,523
592000_6440000,68.0,679.0,30,30,83,694
592000_6440000,612.0,71.0,30,30,627,86
592000_6440000,390.0,331.0,30,30,405,346
592000_6440000,379.0,324.0,30,30,394,339
592000_6440000,602.0,62.0,30,30,617,77
592000_6440000,135.0,733.0,30,30,150,748
592000_6440000,43.0,849.0,30,30,58,864
592000_6440000,54.0,669.0,30,30,69,684
592000_6440000,214.0,499.0,30,30,229,514
592000_6440000,0.0,862.0,19.0,30,4,877
592000_6440000,0.0,723.0,16.0,30,1,738
592000_6440000,584.0,79.0,30,30,599,94
592000_6440000,420.0,280.0,30,30,435,295
592000_6440000,22.0,428.0,30,30,37,443
592000_6462000,15.0,947.0,30,30,30,962
592000_6462000,231.0,574.0,30,30,246,589
592000_6462000,908.0,844.0,30,30,923,859
592000_6462000,298.0,541.0,30,30,313,556
592000_6462000,472.0,541.0,30,30,487,556
592000_6462000,149.0,670.0,30,30,164,685
592000_6462000,37.0,733.0,30,30,52,748
592000_6462000,527.0,573.0,30,30,542,588
592000_6462000,253.0,526.0,30,30,268,541
592000_6462000,155.0,652.0,30,30,170,667
592000_6462000,516.0,599.0,30,30,531,614
592000_6462000,482.0,586.0,30,30,497,601
592000_6462000,385.0,561.0,30,30,400,576
592000_6462000,802.0,694.0,30,30,817,709
592000_6462000,719.0,528.0,30,30,734,543
592000_6475000,949.0,42.0,30,30,964,57
592000_6475000,980.0,62.0,19.0,30,995,77
592000_6475000,760.0,249.0,30,30,775,264
592000_6475000,393.0,554.0,30,30,408,569
592000_6475000,224.0,714.0,30,30,239,729
592000_6475000,417.0,536.0,30,30,432,551
592000_6485000,726.0,668.0,30,30,741,683
592000_6485000,820.0,438.0,30,30,835,453
592000_6485000,343.0,183.0,30,30,358,198
592000_6485000,655.0,625.0,30,30,670,640
592000_6485000,626.0,756.0,30,30,641,771
592000_6485000,659.0,680.0,30,30,674,695
592000_6485000,620.0,801.0,30,30,635,816
592000_6485000,115.0,846.0,30,30,130,861
592000_6485000,607.0,323.0,30,30,622,338
592000_6485000,790.0,438.0,30,30,805,453
592000_6485000,613.0,881.0,30,30,628,896
592000_6485000,625.0,333.0,30,30,640,348
592000_6485000,796.0,424.0,30,30,811,439
592000_6493000,28.0,667.0,30,30,43,682
592000_6493000,43.0,656.0,30,30,58,671
592000_6493000,715.0,788.0,30,30,730,803
592000_6493000,740.0,771.0,30,30,755,786
592000_6493000,430.0,979.0,30,20.0,445,994
592000_6569000,631.0,57.0,30,30,646,72
592000_6569000,651.0,74.0,30,30,666,89
592000_6569000,643.0,50.0,30,30,658,65
592000_6569000,660.0,40.0,30,30,675,55
592000_6569000,492.0,78.0,30,30,507,93
592000_6571000,936.0,361.0,30,30,951,376
592000_6571000,862.0,916.0,30,30,877,931
592000_6571000,953.0,756.0,30,30,968,771
